title,first_name,last_name
"DANGEROUS UPTOWN",MARY,TANDY
"DANGEROUS UPTOWN",RALPH,CRUZ
"DANGEROUS UPTOWN",SPENCER,PECK
"DANGEROUS UPTOWN",KIRSTEN,AKROYD
"DANGEROUS UPTOWN",DARYL,WAHLBERG
"DANGEROUS UPTOWN",CATE,HARRIS
"DANGEROUS UPTOWN",ALBERT,JOHANSSON
"DARES PLUTO",KARL,BERRY
"DARES PLUTO",BOB,FAWCETT
"DARES PLUTO",CAMERON,WRAY
"DARES PLUTO",WARREN,NOLTE
"DARES PLUTO",PENELOPE,MONROE
"DARES PLUTO",GRETA,KEITEL
"DARES PLUTO",MERYL,GIBSON
"DARES PLUTO",LAURA,BRODY
"DARES PLUTO",WILL,WILSON
"DARES PLUTO",JULIA,ZELLWEGER
"DARKNESS WAR",GENE,WILLIS
"DARKNESS WAR",GINA,DEGENERES
"DARKO DORADO",DUSTIN,TAUTOU
"DARKO DORADO",MORGAN,MCDORMAND
"DARKO DORADO",RICHARD,PENN
"DARKO DORADO",GRETA,MALDEN
"DARLING BREAKING",FRANCES,DAY-LEWIS
"DARLING BREAKING",JAYNE,NEESON
"DARN FORRESTER",BOB,FAWCETT
"DARN FORRESTER",SANDRA,KILMER
"DARN FORRESTER",JODIE,DEGENERES
"DARN FORRESTER",RALPH,CRUZ
"DARN FORRESTER",CHARLIZE,DENCH
"DARN FORRESTER",SEAN,GUINESS
"DARN FORRESTER",CHRIS,BRIDGES
"DARN FORRESTER",CATE,MCQUEEN
"DARN FORRESTER",MENA,HOPPER
"DATE SPEED",KARL,BERRY
"DATE SPEED",KEVIN,BLOOM
"DATE SPEED",JUDE,CRUISE
"DATE SPEED",RIP,WINSLET
"DAUGHTER MADIGAN",MILLA,PECK
"DAUGHTER MADIGAN",ED,MANSFIELD
"DAUGHTER MADIGAN",LUCILLE,DEE
"DAUGHTER MADIGAN",JOHN,SUVARI
"DAWN POND",RIP,WINSLET
"DAWN POND",SCARLETT,DAMON
"DAWN POND",MATTHEW,LEIGH
"DAWN POND",VIVIEN,BASINGER
"DAWN POND",GROUCHO,WILLIAMS
"DAWN POND",MERYL,ALLEN
"DAY UNFAITHFUL",KARL,BERRY
"DAY UNFAITHFUL",MINNIE,ZELLWEGER
"DAY UNFAITHFUL",GREG,CHAPLIN
"DAY UNFAITHFUL",ANGELA,WITHERSPOON
"DAY UNFAITHFUL",JULIA,FAWCETT
"DAZED PUNK",GRACE,MOSTEL
"DAZED PUNK",BOB,FAWCETT
"DAZED PUNK",BEN,WILLIS
"DAZED PUNK",GEOFFREY,HESTON
"DAZED PUNK",BEN,HARRIS
"DAZED PUNK",GRETA,MALDEN
"DECEIVER BETRAYED",GRACE,MOSTEL
"DECEIVER BETRAYED",FRED,COSTNER
"DECEIVER BETRAYED",MORGAN,HOPKINS
"DECEIVER BETRAYED",ALBERT,JOHANSSON
"DEEP CRUSADE",TIM,HACKMAN
"DEEP CRUSADE",REESE,KILMER
"DEEP CRUSADE",SCARLETT,DAMON
"DEEP CRUSADE",WARREN,NOLTE
"DEEP CRUSADE",GENE,HOPKINS
"DEEP CRUSADE",OLYMPIA,PFEIFFER
"DEEP CRUSADE",GREGORY,GOODING
"DEER VIRGINIAN",GINA,DEGENERES
"DEER VIRGINIAN",LIZA,BERGMAN
"DEER VIRGINIAN",IAN,TANDY
"DELIVERANCE MULHOLLAND",FRED,COSTNER
"DELIVERANCE MULHOLLAND",MATTHEW,LEIGH
"DELIVERANCE MULHOLLAND",HUMPHREY,GARLAND
"DESERT POSEIDON",GOLDIE,BRODY
"DESERT POSEIDON",HENRY,BERRY
"DESERT POSEIDON",BURT,POSEY
"DESERT POSEIDON",LIZA,BERGMAN
"DESERT POSEIDON",RENEE,BALL
"DESIRE ALIEN",TOM,MCKELLEN
"DESIRE ALIEN",JOHNNY,CAGE
"DESIRE ALIEN",ANGELINA,ASTAIRE
"DESIRE ALIEN",JULIANNE,DENCH
"DESIRE ALIEN",CATE,HARRIS
"DESIRE ALIEN",LAURA,BRODY
"DESIRE ALIEN",ROCK,DUKAKIS
"DESPERATE TRAINSPOTTING",CARY,MCCONAUGHEY
"DESPERATE TRAINSPOTTING",RENEE,TRACY
"DESPERATE TRAINSPOTTING",MORGAN,WILLIAMS
"DESPERATE TRAINSPOTTING",RENEE,BALL
"DESTINATION JERK",GRACE,MOSTEL
"DESTINATION JERK",RIP,CRAWFORD
"DESTINATION JERK",CAMERON,WRAY
"DESTINY SATURDAY",NICK,WAHLBERG
"DESTINY SATURDAY",SANDRA,KILMER
"DESTINY SATURDAY",KEVIN,BLOOM
"DESTINY SATURDAY",ALEC,WAYNE
"DESTINY SATURDAY",DAN,HARRIS
"DESTINY SATURDAY",MARY,TANDY
"DESTINY SATURDAY",EMILY,DEE
"DETAILS PACKER",MICHELLE,MCCONAUGHEY
"DETAILS PACKER",SALMA,NOLTE
"DETECTIVE VISION",KENNETH,TORN
"DETECTIVE VISION",ANGELA,WITHERSPOON
"DETECTIVE VISION",JULIA,ZELLWEGER
"DEVIL DESIRE",MARY,TANDY
"DEVIL DESIRE",KIRSTEN,AKROYD
"DEVIL DESIRE",GROUCHO,DUNST
"DEVIL DESIRE",ED,MANSFIELD
"DEVIL DESIRE",EWAN,GOODING
"DIARY PANIC",JODIE,DEGENERES
"DIARY PANIC",MARY,TANDY
"DIARY PANIC",MAE,HOFFMAN
"DIARY PANIC",DARYL,CRAWFORD
"DINOSAUR SECRETARY",LUCILLE,TRACY
"DINOSAUR SECRETARY",BURT,DUKAKIS
"DINOSAUR SECRETARY",JAYNE,NEESON
"DINOSAUR SECRETARY",RUSSELL,BACALL
"DINOSAUR SECRETARY",PENELOPE,MONROE
"DINOSAUR SECRETARY",MINNIE,KILMER
"DIRTY ACE",VIVIEN,BERGEN
"DIRTY ACE",SCARLETT,DAMON
"DIRTY ACE",RIVER,DEAN
"DIRTY ACE",GEOFFREY,HESTON
"DIRTY ACE",MERYL,ALLEN
"DISCIPLE MOTHER",JOHNNY,CAGE
"DISCIPLE MOTHER",JULIA,BARRYMORE
"DISCIPLE MOTHER",ADAM,GRANT
"DISCIPLE MOTHER",PENELOPE,CRONYN
"DISCIPLE MOTHER",EWAN,GOODING
"DISCIPLE MOTHER",JAYNE,NOLTE
"DISCIPLE MOTHER",MATTHEW,CARREY
"DISTURBING SCARFACE",ANGELINA,ASTAIRE
"DISTURBING SCARFACE",KENNETH,PESCI
"DISTURBING SCARFACE",JULIANNE,DENCH
"DISTURBING SCARFACE",AUDREY,BAILEY
"DIVIDE MONSTER",SANDRA,KILMER
"DIVIDE MONSTER",CHRISTIAN,AKROYD
"DIVIDE MONSTER",HENRY,BERRY
"DIVIDE MONSTER",CHRISTIAN,NEESON
"DIVIDE MONSTER",ALAN,DREYFUSS
"DIVIDE MONSTER",GENE,MCKELLEN
"DIVINE RESURRECTION",CHRISTIAN,GABLE
"DIVINE RESURRECTION",CUBA,OLIVIER
"DIVINE RESURRECTION",HELEN,VOIGHT
"DIVINE RESURRECTION",DAN,HARRIS
"DIVINE RESURRECTION",KENNETH,PALTROW
"DIVORCE SHINING",CHRISTIAN,NEESON
"DIVORCE SHINING",SEAN,WILLIAMS
"DIVORCE SHINING",MORGAN,MCDORMAND
"DIVORCE SHINING",WILL,WILSON
"DIVORCE SHINING",GENE,MCKELLEN
"DIVORCE SHINING",JULIA,ZELLWEGER
"DOCTOR GRAIL",JAMES,PITT
"DOCTOR GRAIL",PENELOPE,MONROE
"DOCTOR GRAIL",SALMA,NOLTE
"DOCTOR GRAIL",ALBERT,NOLTE
"DOCTOR GRAIL",CATE,MCQUEEN
"DOCTOR GRAIL",JON,CHASE
"DOGMA FAMILY",KIRK,JOVOVICH
"DOGMA FAMILY",HENRY,BERRY
"DOGMA FAMILY",GROUCHO,SINATRA
"DOGMA FAMILY",SIDNEY,CROWE
"DOGMA FAMILY",GINA,DEGENERES
"DOGMA FAMILY",RIVER,DEAN
"DOGMA FAMILY",CHRISTOPHER,WEST
"DOLLS RAGE",CARY,MCCONAUGHEY
"DONNIE ALLEY",VIVIEN,BERGEN
"DONNIE ALLEY",RIP,CRAWFORD
"DONNIE ALLEY",TOM,MCKELLEN
"DONNIE ALLEY",DUSTIN,TAUTOU
"DONNIE ALLEY",GROUCHO,DUNST
"DONNIE ALLEY",VIVIEN,BASINGER
"DONNIE ALLEY",WILL,WILSON
"DOOM DANCING",CAMERON,STREEP
"DOOM DANCING",NICK,STALLONE
"DOOM DANCING",CHRISTIAN,AKROYD
"DOOM DANCING",JESSICA,BAILEY
"DOOM DANCING",MAE,HOFFMAN
"DOOM DANCING",WOODY,JOLIE
"DOOM DANCING",WARREN,NOLTE
"DOOM DANCING",CHRIS,DEPP
"DOORS PRESIDENT",KARL,BERRY
"DOORS PRESIDENT",LUCILLE,TRACY
"DOORS PRESIDENT",NATALIE,HOPKINS
"DOORS PRESIDENT",CHRISTIAN,AKROYD
"DOORS PRESIDENT",SYLVESTER,DERN
"DOORS PRESIDENT",GENE,HOPKINS
"DOORS PRESIDENT",ED,MANSFIELD
"DOORS PRESIDENT",KIM,ALLEN
"DOORS PRESIDENT",REESE,WEST
"DORADO NOTTING",AUDREY,OLIVIER
"DORADO NOTTING",JESSICA,BAILEY
"DORADO NOTTING",GENE,WILLIS
"DORADO NOTTING",FAY,WOOD
"DOUBLE WRATH",KEVIN,BLOOM
"DOUBLE WRATH",BURT,DUKAKIS
"DOUBLE WRATH",FRANCES,DAY-LEWIS
"DOUBLE WRATH",GARY,PENN
"DOUBLE WRATH",CARY,MCCONAUGHEY
"DOUBLE WRATH",DARYL,WAHLBERG
"DOUBLE WRATH",HARRISON,BALE
"DOUBLE WRATH",JULIANNE,DENCH
"DOUBTFIRE LABYRINTH",HARRISON,BALE
"DOUBTFIRE LABYRINTH",RENEE,TRACY
"DOUBTFIRE LABYRINTH",JULIANNE,DENCH
"DOUBTFIRE LABYRINTH",SCARLETT,BENING
"DOUBTFIRE LABYRINTH",KENNETH,HOFFMAN
"DOWNHILL ENOUGH",WOODY,JOLIE
"DOWNHILL ENOUGH",BEN,WILLIS
"DOWNHILL ENOUGH",DARYL,CRAWFORD
"DOWNHILL ENOUGH",HARVEY,HOPE
"DOZEN LION",NATALIE,HOPKINS
"DOZEN LION",CAMERON,WRAY
"DOZEN LION",JADA,RYDER
"DOZEN LION",BEN,HARRIS
"DOZEN LION",LAURA,BRODY
"DOZEN LION",KENNETH,HOFFMAN
"DRACULA CRYSTAL",NICK,WAHLBERG
"DRACULA CRYSTAL",JODIE,DEGENERES
"DRACULA CRYSTAL",CARMEN,HUNT
"DRACULA CRYSTAL",CAMERON,WRAY
"DRACULA CRYSTAL",MICHELLE,MCCONAUGHEY
"DRACULA CRYSTAL",SEAN,WILLIAMS
"DRACULA CRYSTAL",BEN,WILLIS
"DRACULA CRYSTAL",GREG,CHAPLIN
"DRACULA CRYSTAL",MORGAN,HOPKINS
"DRACULA CRYSTAL",DARYL,CRAWFORD
"DRACULA CRYSTAL",MORGAN,WILLIAMS
"DRACULA CRYSTAL",IAN,TANDY
"DRACULA CRYSTAL",REESE,WEST
"DRAGON SQUAD",ANNE,CRONYN
"DRAGON SQUAD",SPENCER,PECK
"DRAGON SQUAD",JIM,MOSTEL
"DRAGON SQUAD",SPENCER,DEPP
"DRAGON SQUAD",SUSAN,DAVIS
"DRAGON SQUAD",ALBERT,NOLTE
"DRAGON SQUAD",GENE,HOPKINS
"DRAGON SQUAD",ED,GUINESS
"DRAGONFLY STRANGERS",CHRISTIAN,GABLE
"DRAGONFLY STRANGERS",ANGELINA,ASTAIRE
"DRAGONFLY STRANGERS",FAY,WINSLET
"DREAM PICKUP",MILLA,PECK
"DREAM PICKUP",JODIE,DEGENERES
"DREAM PICKUP",HUMPHREY,WILLIS
"DREAM PICKUP",JON,CHASE
"DRIFTER COMMANDMENTS",VIVIEN,BERGEN
"DRIFTER COMMANDMENTS",KIRSTEN,PALTROW
"DRIFTER COMMANDMENTS",VAL,BOLGER
"DRIFTER COMMANDMENTS",HENRY,BERRY
"DRIFTER COMMANDMENTS",SPENCER,PECK
"DRIFTER COMMANDMENTS",AL,GARLAND
"DRIFTER COMMANDMENTS",AUDREY,BAILEY
"DRIVER ANNIE",UMA,WOOD
"DRIVER ANNIE",SANDRA,KILMER
"DRIVER ANNIE",PARKER,GOLDBERG
"DRIVER ANNIE",CHRISTIAN,AKROYD
"DRIVER ANNIE",CHARLIZE,DENCH
"DRIVER ANNIE",MORGAN,MCDORMAND
"DRIVER ANNIE",MORGAN,WILLIAMS
"DRIVER ANNIE",FAY,WINSLET
"DRIVING POLISH",MATTHEW,JOHANSSON
"DRIVING POLISH",VIVIEN,BERGEN
"DRIVING POLISH",RIP,WINSLET
"DRIVING POLISH",SUSAN,DAVIS
"DRIVING POLISH",PENELOPE,MONROE
"DRIVING POLISH",NICK,DEGENERES
"DRIVING POLISH",WILL,WILSON
"DROP WATERFRONT",BETTE,NICHOLSON
"DROP WATERFRONT",CAMERON,STREEP
"DROP WATERFRONT",JUDY,DEAN
"DROP WATERFRONT",MENA,TEMPLE
"DROP WATERFRONT",JESSICA,BAILEY
"DROP WATERFRONT",MEG,HAWKE
"DROP WATERFRONT",FRANCES,TOMEI
"DROP WATERFRONT",ED,MANSFIELD
"DRUMLINE CYCLONE",NULL,NULL
"DRUMS DYNAMITE",VIVIEN,BERGEN
"DRUMS DYNAMITE",JUDE,CRUISE
"DRUMS DYNAMITE",MORGAN,HOPKINS
"DRUMS DYNAMITE",LUCILLE,DEE
"DRUMS DYNAMITE",WHOOPI,HURT
"DRUMS DYNAMITE",JEFF,SILVERSTONE
"DRUMS DYNAMITE",REESE,WEST
"DUCK RACER",WOODY,HOFFMAN
"DUCK RACER",PENELOPE,CRONYN
"DUDE BLINDNESS",SANDRA,PECK
"DUDE BLINDNESS",VAL,BOLGER
"DUDE BLINDNESS",GROUCHO,SINATRA
"DUDE BLINDNESS",RALPH,CRUZ
"DUDE BLINDNESS",SCARLETT,DAMON
"DUDE BLINDNESS",SCARLETT,BENING
"DUDE BLINDNESS",ANGELA,WITHERSPOON
"DUFFEL APOCALYPSE",CARY,MCCONAUGHEY
"DUFFEL APOCALYPSE",GROUCHO,SINATRA
"DUFFEL APOCALYPSE",EWAN,GOODING
"DUMBO LUST",SANDRA,PECK
"DUMBO LUST",HENRY,BERRY
"DUMBO LUST",MAE,HOFFMAN
"DUMBO LUST",RALPH,CRUZ
"DUMBO LUST",SEAN,GUINESS
"DUMBO LUST",ED,MANSFIELD
"DUMBO LUST",EWAN,GOODING
"DUMBO LUST",FAY,WOOD
"DUMBO LUST",MARY,KEITEL
"DURHAM PANKY",MATTHEW,JOHANSSON
"DURHAM PANKY",WOODY,HOFFMAN
"DURHAM PANKY",MILLA,KEITEL
"DURHAM PANKY",BEN,WILLIS
"DURHAM PANKY",SUSAN,DAVIS
"DURHAM PANKY",SCARLETT,BENING
"DURHAM PANKY",FRANCES,TOMEI
"DURHAM PANKY",MORGAN,WILLIAMS
"DURHAM PANKY",FAY,WOOD
"DWARFS ALTER",MARY,KEITEL
"DYING MAKER",GROUCHO,SINATRA
"DYING MAKER",MICHAEL,BOLGER
"DYNAMITE TARZAN",BOB,FAWCETT
"DYNAMITE TARZAN",CHARLIZE,DENCH
"DYNAMITE TARZAN",JULIANNE,DENCH
"DYNAMITE TARZAN",EWAN,GOODING
"DYNAMITE TARZAN",CUBA,BIRCH
"EAGLES PANKY",FRED,COSTNER
"EAGLES PANKY",FRANCES,DAY-LEWIS
"EAGLES PANKY",JUDE,CRUISE
"EAGLES PANKY",MAE,HOFFMAN
"EAGLES PANKY",SCARLETT,DAMON
"EAGLES PANKY",CHRIS,DEPP
"EARLY HOME",DAN,TORN
"EARLY HOME",MENA,TEMPLE
"EARLY HOME",SCARLETT,DAMON
"EARLY HOME",BEN,WILLIS
"EARLY HOME",WALTER,TORN
"EARLY HOME",MORGAN,WILLIAMS
"EARRING INSTINCT",FRED,COSTNER
"EARRING INSTINCT",LUCILLE,TRACY
"EARRING INSTINCT",MAE,HOFFMAN
"EARRING INSTINCT",RITA,REYNOLDS
"EARRING INSTINCT",HARVEY,HOPE
"EARTH VISION",KENNETH,TORN
"EARTH VISION",RICHARD,PENN
"EARTH VISION",JAYNE,NOLTE
"EASY GLADIATOR",FRED,COSTNER
"EASY GLADIATOR",MATTHEW,LEIGH
"EASY GLADIATOR",ED,MANSFIELD
"EDGE KISSING",JAYNE,NEESON
"EDGE KISSING",ANGELA,WITHERSPOON
"EDGE KISSING",CUBA,BIRCH
"EFFECT GLADIATOR",JULIA,MCQUEEN
"EFFECT GLADIATOR",ALEC,WAYNE
"EFFECT GLADIATOR",NICK,STALLONE
"EFFECT GLADIATOR",JULIA,BARRYMORE
"EFFECT GLADIATOR",RENEE,TRACY
"EFFECT GLADIATOR",OLYMPIA,PFEIFFER
"EFFECT GLADIATOR",LISA,MONROE
"EGG IGBY",LUCILLE,TRACY
"EGG IGBY",TOM,MCKELLEN
"EGG IGBY",NATALIE,HOPKINS
"EGG IGBY",MERYL,GIBSON
"EGG IGBY",OPRAH,KILMER
"EGYPT TENENBAUMS",CUBA,OLIVIER
"EGYPT TENENBAUMS",GARY,PENN
"EGYPT TENENBAUMS",KENNETH,TORN
"EGYPT TENENBAUMS",SUSAN,DAVIS
"EGYPT TENENBAUMS",CHRIS,DEPP
"ELEMENT FREDDY",KIRK,JOVOVICH
"ELEMENT FREDDY",ANGELA,HUDSON
"ELEMENT FREDDY",MERYL,GIBSON
"ELEMENT FREDDY",BELA,WALKEN
"ELEPHANT TROJAN",PENELOPE,GUINESS
"ELEPHANT TROJAN",CAMERON,STREEP
"ELEPHANT TROJAN",VAL,BOLGER
"ELEPHANT TROJAN",GINA,DEGENERES
"ELEPHANT TROJAN",HARRISON,BALE
"ELF MURDER",CAMERON,WRAY
"ELF MURDER",WARREN,NOLTE
"ELF MURDER",GENE,HOPKINS
"ELF MURDER",ALBERT,JOHANSSON
"ELF MURDER",AUDREY,BAILEY
"ELIZABETH SHANE",DAN,TORN
"ELIZABETH SHANE",BEN,WILLIS
"ELIZABETH SHANE",OPRAH,KILMER
"EMPIRE MALKOVICH",CUBA,OLIVIER
"EMPIRE MALKOVICH",FRED,COSTNER
"EMPIRE MALKOVICH",HELEN,VOIGHT
"EMPIRE MALKOVICH",DAN,TORN
"EMPIRE MALKOVICH",RAY,JOHANSSON
"EMPIRE MALKOVICH",RALPH,CRUZ
"EMPIRE MALKOVICH",ELLEN,PRESLEY
"EMPIRE MALKOVICH",SIDNEY,CROWE
"EMPIRE MALKOVICH",RICHARD,PENN
"ENCINO ELF",ZERO,CAGE
"ENCINO ELF",KIRSTEN,PALTROW
"ENCINO ELF",BEN,WILLIS
"ENCINO ELF",JAMES,PITT
"ENCINO ELF",SYLVESTER,DERN
"ENCINO ELF",HARVEY,HOPE
"ENCOUNTERS CURTAIN",ALEC,WAYNE
"ENCOUNTERS CURTAIN",ANNE,CRONYN
"ENCOUNTERS CURTAIN",EWAN,GOODING
"ENCOUNTERS CURTAIN",MERYL,GIBSON
"ENDING CROWDS",ZERO,CAGE
"ENDING CROWDS",BURT,DUKAKIS
"ENDING CROWDS",MARY,TANDY
"ENDING CROWDS",SIDNEY,CROWE
"ENDING CROWDS",CHRISTOPHER,WEST
"ENEMY ODDS",VIVIEN,BERGEN
"ENEMY ODDS",LIZA,BERGMAN
"ENEMY ODDS",EWAN,GOODING
"ENEMY ODDS",BELA,WALKEN
"ENGLISH BULWORTH",MENA,TEMPLE
"ENGLISH BULWORTH",PENELOPE,PINKETT
"ENGLISH BULWORTH",MATTHEW,LEIGH
"ENGLISH BULWORTH",JAYNE,NOLTE
"ENGLISH BULWORTH",FAY,WOOD
"ENOUGH RAGING",JOHNNY,LOLLOBRIGIDA
"ENOUGH RAGING",SANDRA,PECK
"ENOUGH RAGING",SEAN,WILLIAMS
"ENOUGH RAGING",JULIANNE,DENCH
"ENOUGH RAGING",KEVIN,GARLAND
"ENOUGH RAGING",RICHARD,PENN
"ENOUGH RAGING",AL,GARLAND
"ENOUGH RAGING",MATTHEW,CARREY
"ENOUGH RAGING",MICHAEL,BOLGER
"ENTRAPMENT SATISFACTION",FRED,COSTNER
"ENTRAPMENT SATISFACTION",WOODY,HOFFMAN
"ENTRAPMENT SATISFACTION",FRANCES,DAY-LEWIS
"ENTRAPMENT SATISFACTION",PENELOPE,CRONYN
"ESCAPE METROPOLIS",JOHNNY,LOLLOBRIGIDA
"ESCAPE METROPOLIS",NATALIE,HOPKINS
"ESCAPE METROPOLIS",FRANCES,TOMEI
"ESCAPE METROPOLIS",ED,MANSFIELD
"EVE RESURRECTION",ED,CHASE
"EVE RESURRECTION",SUSAN,DAVIS
"EVE RESURRECTION",SCARLETT,BENING
"EVE RESURRECTION",KENNETH,HOFFMAN
"EVE RESURRECTION",GENE,MCKELLEN
"EVE RESURRECTION",ROCK,DUKAKIS
"EVERYONE CRAFT",GOLDIE,BRODY
"EVERYONE CRAFT",MICHELLE,MCCONAUGHEY
"EVERYONE CRAFT",WOODY,JOLIE
"EVERYONE CRAFT",JAMES,PITT
"EVERYONE CRAFT",MINNIE,ZELLWEGER
"EVOLUTION ALTER",ELVIS,MARX
"EVOLUTION ALTER",RAY,JOHANSSON
"EVOLUTION ALTER",ANGELA,WITHERSPOON
"EVOLUTION ALTER",GRETA,MALDEN
"EVOLUTION ALTER",ED,GUINESS
"EVOLUTION ALTER",BURT,TEMPLE
"EXCITEMENT EVE",GRACE,MOSTEL
"EXCITEMENT EVE",VIVIEN,BERGEN
"EXCITEMENT EVE",SANDRA,PECK
"EXCITEMENT EVE",PENELOPE,PINKETT
"EXCITEMENT EVE",KENNETH,PALTROW
"EXCITEMENT EVE",GINA,DEGENERES
"EXCITEMENT EVE",SUSAN,DAVIS
"EXCITEMENT EVE",MORGAN,HOPKINS
"EXORCIST STING",GOLDIE,BRODY
"EXORCIST STING",ANGELA,WITHERSPOON
"EXORCIST STING",KIM,ALLEN
"EXORCIST STING",VIVIEN,BASINGER
"EXORCIST STING",GREGORY,GOODING
"EXPECATIONS NATURAL",ELVIS,MARX
"EXPECATIONS NATURAL",DARYL,WAHLBERG
"EXPECATIONS NATURAL",LAURENCE,BULLOCK
"EXPENDABLE STALLION",FRANCES,DAY-LEWIS
"EXPENDABLE STALLION",DUSTIN,TAUTOU
"EXPENDABLE STALLION",JAYNE,NEESON
"EXPENDABLE STALLION",FAY,WINSLET
"EXPRESS LONELY",ALEC,WAYNE
"EXPRESS LONELY",PARKER,GOLDBERG
"EXPRESS LONELY",RIP,WINSLET
"EXPRESS LONELY",SEAN,WILLIAMS
"EXPRESS LONELY",MINNIE,ZELLWEGER
"EXPRESS LONELY",ALBERT,JOHANSSON
"EXPRESS LONELY",OLYMPIA,PFEIFFER
"EXPRESS LONELY",GREGORY,GOODING
"EXTRAORDINARY CONQUERER",HENRY,BERRY
"EXTRAORDINARY CONQUERER",MINNIE,ZELLWEGER
"EXTRAORDINARY CONQUERER",CHRIS,BRIDGES
"EXTRAORDINARY CONQUERER",LIZA,BERGMAN
"EXTRAORDINARY CONQUERER",FAY,WOOD
"EXTRAORDINARY CONQUERER",NICK,DEGENERES
"EXTRAORDINARY CONQUERER",RENEE,BALL
"EYES DRIVING",DAN,HARRIS
"EYES DRIVING",RENEE,TRACY
"EYES DRIVING",FAY,WINSLET
"EYES DRIVING",MICHAEL,BENING
"EYES DRIVING",JAYNE,SILVERSTONE
"FACTORY DRAGON",SISSY,SOBIESKI
"FACTORY DRAGON",HENRY,BERRY
"FACTORY DRAGON",MAE,HOFFMAN
"FACTORY DRAGON",CATE,MCQUEEN
"FACTORY DRAGON",MERYL,GIBSON
"FACTORY DRAGON",MENA,HOPPER
"FALCON VOLUME",MARY,TANDY
"FALCON VOLUME",KENNETH,PALTROW
"FALCON VOLUME",SALMA,NOLTE
"FALCON VOLUME",ED,MANSFIELD
"FAMILY SWEET",SANDRA,PECK
"FAMILY SWEET",PENELOPE,PINKETT
"FAMILY SWEET",BURT,POSEY
"FAMILY SWEET",GROUCHO,SINATRA
"FAMILY SWEET",DARYL,WAHLBERG
"FAMILY SWEET",FAY,WOOD
"FAMILY SWEET",KENNETH,HOFFMAN
"FAMILY SWEET",MATTHEW,CARREY
"FAMILY SWEET",DEBBIE,AKROYD
"FANTASIA PARK",WARREN,NOLTE
"FANTASIA PARK",HARRISON,BALE
"FANTASIA PARK",GROUCHO,WILLIAMS
"FANTASY TROOPERS",NATALIE,HOPKINS
"FANTASY TROOPERS",GREG,CHAPLIN
"FANTASY TROOPERS",SEAN,GUINESS
"FANTASY TROOPERS",IAN,TANDY
"FANTASY TROOPERS",GRETA,MALDEN
"FANTASY TROOPERS",CHRISTOPHER,WEST
"FANTASY TROOPERS",JON,CHASE
"FANTASY TROOPERS",BELA,WALKEN
"FANTASY TROOPERS",MARY,KEITEL
"FARGO GANDHI",MICHELLE,MCCONAUGHEY
"FARGO GANDHI",SCARLETT,DAMON
"FARGO GANDHI",KENNETH,PESCI
"FARGO GANDHI",MORGAN,WILLIAMS
"FARGO GANDHI",CHRISTOPHER,WEST
"FATAL HAUNTED",MILLA,PECK
"FATAL HAUNTED",JODIE,DEGENERES
"FATAL HAUNTED",ANGELA,HUDSON
"FATAL HAUNTED",MORGAN,MCDORMAND
"FATAL HAUNTED",FAY,WINSLET
"FATAL HAUNTED",WILL,WILSON
"FEATHERS METAL",MILLA,PECK
"FEATHERS METAL",NATALIE,HOPKINS
"FEATHERS METAL",CHRISTIAN,AKROYD
"FEATHERS METAL",KENNETH,PALTROW
"FEATHERS METAL",WOODY,JOLIE
"FEATHERS METAL",CHARLIZE,DENCH
"FEATHERS METAL",SCARLETT,BENING
"FEATHERS METAL",JAYNE,NOLTE
"FEATHERS METAL",NICK,DEGENERES
"FELLOWSHIP AUTUMN",MENA,TEMPLE
"FELLOWSHIP AUTUMN",FAY,KILMER
"FELLOWSHIP AUTUMN",DAN,HARRIS
"FELLOWSHIP AUTUMN",CHRISTIAN,NEESON
"FELLOWSHIP AUTUMN",RAY,JOHANSSON
"FELLOWSHIP AUTUMN",SALMA,NOLTE
"FELLOWSHIP AUTUMN",CHRISTOPHER,WEST
"FERRIS MOTHER",SISSY,SOBIESKI
"FEUD FROGMEN",TIM,HACKMAN
"FEUD FROGMEN",TOM,MIRANDA
"FEUD FROGMEN",PENELOPE,CRONYN
"FEUD FROGMEN",MARY,KEITEL
"FEVER EMPIRE",HELEN,VOIGHT
"FEVER EMPIRE",FAY,WINSLET
"FEVER EMPIRE",AUDREY,BAILEY
"FICTION CHRISTMAS",KEVIN,BLOOM
"FICTION CHRISTMAS",ALEC,WAYNE
"FICTION CHRISTMAS",CUBA,ALLEN
"FICTION CHRISTMAS",ADAM,HOPPER
"FICTION CHRISTMAS",LISA,MONROE
"FICTION CHRISTMAS",MATTHEW,CARREY
"FICTION CHRISTMAS",ROCK,DUKAKIS
"FICTION CHRISTMAS",MARY,KEITEL
"FIDDLER LOST",TIM,HACKMAN
"FIDDLER LOST",FRANCES,DAY-LEWIS
"FIDDLER LOST",JAMES,PITT
"FIDDLER LOST",SPENCER,PECK
"FIDDLER LOST",DARYL,WAHLBERG
"FIDDLER LOST",MEG,HAWKE
"FIDDLER LOST",RUSSELL,BACALL
"FIDDLER LOST",SCARLETT,BENING
"FIDDLER LOST",CATE,MCQUEEN
"FIDDLER LOST",ANGELA,WITHERSPOON
"FIDDLER LOST",IAN,TANDY
"FIDELITY DEVIL",HELEN,VOIGHT
"FIDELITY DEVIL",PENELOPE,CRONYN
"FIDELITY DEVIL",ALAN,DREYFUSS
"FIDELITY DEVIL",RUSSELL,CLOSE
